Ticker,Summary,Label,Confidence,URL
GME,Video game retailer reported better-than-expected results in second quarter. Shares of the company have lost about 22.1% in the past month,NEGATIVE,0.9992434978485107,https://finance.yahoo.com/news/why-gamestop-gme-down-22-153004926.html
GME,"Back in early 2021, a ragtag group of everyday traders took on Wall Street. But two and a half years later, the story is a whole lot messier",NEGATIVE,0.9988741278648376,https://www.vox.com/money/2023/9/15/23873474/dumb-money-gamestop-stock-keith-gill-melvin-capital-review
GME,Rough Rough cut (no reporter narration),NEGATIVE,0.9994315505027771,https://www.wsj.com/articles/the-lessons-of-dumb-money-gamestop-stock-craze-movie-daa0d0bf
GME,Shares of the video-game retailer have fallen below their 50-day moving average.,NEGATIVE,0.99901282787323,https://www.marketwatch.com/data-news/gamestop-corp-cl-a-stock-underperforms-monday-when-compared-to-competitors-9d618c15-f2db90be2f39
GME,"Ryan Cohen, former Chewy CEO, takes no pay for job. Shares have dropped 23% since his appointment, suggesting doubts",NEGATIVE,0.9990560412406921,https://investorplace.com/2023/10/gme-stock-is-headed-for-zero-even-with-ryan-cohen-in-the-ceo-seat/
GME,"Find the best credit cards, loans, insurance and more in SELECT.",POSITIVE,0.9378337860107422,https://www.cnbc.com/2023/09/28/gamestop-names-ryan-cohen-as-ceo-effective-immediately.html
GME,"Find the best credit cards, loans, insurance and more in SELECT.",POSITIVE,0.9378337860107422,https://www.cnbc.com/2023/09/15/heres-where-amc-and-gamestop-are-now-as-dumb-money-hits-theaters.html
GME,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BGME%26tbm%3Dnws%26pccc%3D1
GME,Cohen already serves as chairman of the board. Video game retailer has been without a CEO since June,NEGATIVE,0.9766747951507568,https://fortune.com/2023/09/28/gamestop-names-ryan-cohen-ceo-meme-stock-chewy-founder/
GME,"Director Craig Gillespie’s film is a diverting, high-energy romp.",POSITIVE,0.9998674392700195,https://www.theatlantic.com/culture/archive/2023/09/dumb-money-movie-review/675419/
GME,Have you tried going to Newsround?,NEGATIVE,0.9915708303451538,https://www.barrons.com/articles/gamestop-stock-price-ryan-cohen-aa31dd8b
TSLA,"Walter Isaacson says he interviewed both men more than 40 times. Musk has a ""dark streak"" that his ex-girlfriend dubbed ""Demon mode",NEGATIVE,0.9606534838676453,https://www.businessinsider.com/how-elon-musk-steve-jobs-similar-different-management-style-biography-walter-isaacson
TSLA,"Tesla falls short of Q3 delivery estimates, market share falls. Lower prices have made EVs more affordable for many",NEGATIVE,0.99946528673172,https://www.teslarati.com/us-market-share-evs-q3/
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/tesla-releases-sells-cyberbeer-beverage-155254530.html
TSLA,You have been directed to this page because of an action you took.,NEGATIVE,0.9522320032119751,https://www.investing.com/news/stock-market-news/earnings-season-escalates-with-tesla-major-banks-set-to-report-93CH-3199968
TSLA,"Bank of America, Goldman Sachs to report third-quarter results. Tesla, Netflix and other tech companies to report results",NEGATIVE,0.9354450106620789,https://finance.yahoo.com/news/tesla-netflix-and-banks-highlight-earnings-rush-the-week-ahead-140003751.html
TSLA,"DropCatch DropCatch DropCatch DropCatch DropCatch, formerly known as Twitter, is under scrutiny.",NEGATIVE,0.997977077960968,https://www.benzinga.com/markets/equities/23/10/35255185/elon-musk-exposes-israel-hamas-wars-impact-on-xs-ad-revenues
TSLA,All photographs subject to copyright.,NEGATIVE,0.9676677584648132,https://www.businessinsider.com/tesla-owners-bill-battery-damaged-ev-scotland-weather-2023-10
TSLA,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BTSLA%26tbm%3Dnws%26pccc%3D1
TSLA,Highest-selling SUVs in September 2023: Mahindra Scorpio to Hyundai Tucson,POSITIVE,0.9979451298713684,https://m.timesofindia.com/auto/news/tesla-earnings-investors-watching-margins-deliveries-self-driving/articleshow/104469375.cms
BTC,The supply of bitcoin held by short-term holders is at its lowest point in nearly eight years.,NEGATIVE,0.9996198415756226,https://uk.finance.yahoo.com/news/bitcoin-price-rally-blackrock-093152634.html
BTC,GBTC market cap is close to $3.5 billion based on Yahoo Finance data. discount on GBTC shares against net asset value has reduced,NEGATIVE,0.9991340041160583,https://www.fxstreet.com/cryptocurrencies/news/grayscale-says-it-is-operationally-ready-for-etf-as-gbtc-discount-narrows-202310160537
BTC,"‘I can’t go out with gold because gold is not good,’ says Cramer. Bitcoin is about to go down big, he says",NEGATIVE,0.9989274144172668,https://finance.yahoo.com/news/mr-bitcoin-down-big-jim-150833663.html
BTC,"Bitcoin falls below $27,000, underperforming CoinDesk Market Index. Ripple Labs-related, litecoin and Polkadot’s native token drop",NEGATIVE,0.9991093277931213,https://finance.yahoo.com/news/bitcoin-sinks-nearly-3-26-210130103.html
BTC,"Biggest miner CleanSpark offers best relative value, bank says. Bitcoin ETF decision delayed by SEC until this month",NEGATIVE,0.9797898530960083,https://finance.yahoo.com/news/bitcoin-mining-industry-crucible-moment-163123240.html
BTC,"Bitcoin is a monetary good, not a ‘first-mover’ technology, report says.",POSITIVE,0.9741136431694031,https://finance.yahoo.com/news/bitcoin-fundamentally-different-other-cryptocurrencies-103529881.html
BTC,Asset manager’s application for a spot market ETF is still under review. Demand for traditional financial instruments is pent up,NEGATIVE,0.597372829914093,https://finance.yahoo.com/news/fuss-bitcoin-etfs-185142663.html
BTC,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,More than $85 million worth of trading positions liquidated in 24 hours. BlackRock says its ETF application is still under review,NEGATIVE,0.9911858439445496,https://finance.yahoo.com/news/bitcoin-etf-enthusiasts-hit-fake-200702961.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/spot-bitcoin-etf-tea-leaves-204253086.html
BTC,"Bitcoin’s market cap is equivalent to 10.8% of physical gold, report says. ETF approval could trigger inflows of $20-30 billion, report says",NEGATIVE,0.9954965114593506,https://finance.yahoo.com/news/bitcoin-better-digital-gold-matrixport-094912488.html
